Lemma;Wordlist;Rank;SFI;U;D;F;Rank;Coverage;Cumulative
anthelmintic;3 - NAWL;0;36.50571275957500000000;0.44727155150607100000;1.0000;124;19,796;0.0000;0.98408592244563700000
nonconformist;3 - NAWL;0;36.50487352543860000000;0.44718512874357400000;0.6602;176;17,645;0.0000;0.98293628998631000000
downbeat;3 - NAWL;0;36.50467065930670000000;0.44716424047483100000;0.9466;130;19,486;0.0000;0.98394824285264400000
timidity;3 - NAWL;0;36.50443598893410000000;0.44714007867489300000;0.9465;130;19,486;0.0000;0.98394871797534000000
tampon;3 - NAWL;0;36.50393850674270000000;0.44708886193244200000;0.9729;127;19,636;0.0000;0.98401364531917100000
psycholinguistic;3 - NAWL;0;36.50300268691450000000;0.44699253338932300000;0.3754;270;14,982;0.0000;0.98079485351773800000
eyeliner;3 - NAWL;0;36.50297279560180000000;0.44698945687139800000;0.7740;154;18,436;0.0000;0.98340875565025300000
scintillate;3 - NAWL;0;36.50230734067380000000;0.44692097141701500000;0.9143;134;19,311;0.0000;0.98386330553372100000
unhinge;3 - NAWL;0;36.50119363930710000000;0.44680637804701300000;0.8452;143;18,878;0.0000;0.98365462799075400000
seaward;3 - NAWL;0;36.50075745514890000000;0.44676150525091700000;0.8188;147;18,712;0.0000;0.98356360544652900000
portent;3 - NAWL;0;36.50047789556300000000;0.44673274770348700000;0.9370;131;19,432;0.0000;0.98392244734502900000
jinx;3 - NAWL;0;36.50005119457350000000;0.44668885768200900000;0.9463;130;19,486;0.0000;0.98394919309803600000
longish;3 - NAWL;0;36.49952986152860000000;0.44663523975792100000;0.9452;130;19,486;0.0000;0.98394966822073300000
widowhood;3 - NAWL;0;36.49903433048660000000;0.44658428147753200000;0.9285;132;19,390;0.0000;0.98390224366607000000
boomerang;3 - NAWL;0;36.49897120140810000000;0.44657778997224600000;0.9715;127;19,636;0.0000;0.98401410947749800000
conurbation;3 - NAWL;0;36.49857763780890000000;0.44653732231578900000;0.8482;143;18,878;0.0000;0.98365515062572000000
intercede;3 - NAWL;0;36.49774768178980000000;0.44645199520623100000;0.9370;131;19,432;0.0000;0.98392292612251500000
gasifier;3 - NAWL;0;36.49758863558500000000;0.44643564565581000000;0.9978;124;19,796;0.0000;0.98408637563959300000
bathrobe;3 - NAWL;0;36.49722859857330000000;0.44639863696697300000;0.7557;157;18,306;0.0000;0.98334061574603000000
frontispiece;3 - NAWL;0;36.49716061226330000000;0.44639164890706200000;0.8809;138;19,109;0.0000;0.98376233830598500000
collarbone;3 - NAWL;0;36.49488648500160000000;0.44615796284349000000;0.8737;139;19,054;0.0000;0.98374257685661300000
unhurried;3 - NAWL;0;36.49472103203730000000;0.44614096590835500000;0.9358;131;19,432;0.0000;0.98392340490000100000
hierarchically;3 - NAWL;0;36.49262503530150000000;0.44592570082173600000;0.7910;151;18,543;0.0000;0.98346995876310600000
punctually;3 - NAWL;0;36.49235289919020000000;0.44589775925462300000;0.8946;136;19,200;0.0000;0.98381292059918200000
solicitous;3 - NAWL;0;36.49078875585670000000;0.44573719483204900000;0.7829;152;18,503;0.0000;0.98344949924884900000
forbear;3 - NAWL;0;36.49014556591010000000;0.44567118606014500000;0.8215;146;18,759;0.0000;0.98358448160684300000
signification;3 - NAWL;0;36.48789983790470000000;0.44544078996264900000;0.9953;124;19,796;0.0000;0.98408682883354900000
satchel;3 - NAWL;0;36.48752979210160000000;0.44540283726476700000;0.6188;184;17,359;0.0000;0.98274510792292100000
insulator;3 - NAWL;0;36.48739796099590000000;0.44538931716268000000;0.9510;129;19,535;0.0000;0.98396675070905600000
unaccounted;3 - NAWL;0;36.48708627825480000000;0.44535735378580600000;0.9431;130;19,486;0.0000;0.98395014334342800000
cerebellum;3 - NAWL;0;36.48676747880230000000;0.44532466295608800000;0.4649;230;16,003;0.0000;0.98172640100470600000
bungee;3 - NAWL;0;36.48622958726770000000;0.44526951108491300000;0.9516;129;19,535;0.0000;0.98396722217696200000
lozenge;3 - NAWL;0;36.48550265690700000000;0.44519498726473200000;0.9586;128;19,577;0.0000;0.98398793387172800000
throaty;3 - NAWL;0;36.48472822142800000000;0.44511560701257800000;0.7632;155;18,396;0.0000;0.98339184493705600000
eunuch;3 - NAWL;0;36.48424419606150000000;0.44506600121550400000;0.7599;156;18,349;0.0000;0.98336801936123400000
absolutism;3 - NAWL;0;36.48388736847280000000;0.44502943494293400000;0.9584;128;19,577;0.0000;0.98398840168484400000
bonny;3 - NAWL;0;36.48298920097320000000;0.44493740760616300000;0.8859;137;19,150;0.0000;0.98378496876548500000
mountaintop;3 - NAWL;0;36.48259557496730000000;0.44489708220364900000;0.8646;140;19,005;0.0000;0.98371556795872800000
alphabetic;3 - NAWL;0;36.48228435827670000000;0.44486520189145900000;0.7836;152;18,503;0.0000;0.98345005477692500000
surrealism;3 - NAWL;0;36.48094002258690000000;0.44472751752262400000;0.8634;140;19,005;0.0000;0.98371607962932400000
duplicity;3 - NAWL;0;36.48018393947710000000;0.44465009961601000000;0.8922;136;19,200;0.0000;0.98381341765061800000
flexibly;3 - NAWL;0;36.47814844091130000000;0.44444174500676600000;0.8721;139;19,054;0.0000;0.98374308487241800000
perspire;3 - NAWL;0;36.47811284639980000000;0.44443810240419600000;0.7940;150;18,587;0.0000;0.98349853191109800000
loathsome;3 - NAWL;0;36.47746793997750000000;0.44437211038296100000;0.8680;139;19,054;0.0000;0.98374359288822400000
bacteriophage;3 - NAWL;0;36.47724803291730000000;0.44434960996113600000;0.7826;152;18,503;0.0000;0.98345061030500000000
anther;3 - NAWL;0;36.47632819176470000000;0.44425550612316400000;0.6382;179;17,541;0.0000;0.98286764937586200000
breakwater;3 - NAWL;0;36.47569561579270000000;0.44419080235537500000;0.8765;138;19,109;0.0000;0.98376284266700100000
gird;3 - NAWL;0;36.47548536505840000000;0.44416929870160400000;0.8987;135;19,255;0.0000;0.98383967731655800000
underuse;3 - NAWL;0;36.47463631291320000000;0.44408247143347600000;0.7244;162;18,149;0.0000;0.98324469943802600000
calico;3 - NAWL;0;36.47436855320080000000;0.44405509283800600000;0.9826;125;19,744;0.0000;0.98406308731789800000
plucky;3 - NAWL;0;36.47379401336950000000;0.44399635148305600000;0.8988;135;19,255;0.0000;0.98384017071320500000
daybreak;3 - NAWL;0;36.47252761577100000000;0.44386690154410300000;0.8828;137;19,150;0.0000;0.98378546947171100000
alchemist;3 - NAWL;0;36.47104144680020000000;0.44371503492189800000;0.9551;128;19,577;0.0000;0.98398886949796000000
parietal;3 - NAWL;0;36.47021596525400000000;0.44363070417846800000;0.2369;364;13,314;0.0000;0.97888068285394300000
slob;3 - NAWL;0;36.46955207361740000000;0.44356289300049600000;0.9297;131;19,432;0.0000;0.98392388367748700000
percussive;3 - NAWL;0;36.46780740838450000000;0.44338473892066900000;0.9544;128;19,577;0.0000;0.98398933731107600000
lumbar;3 - NAWL;0;36.46717261371220000000;0.44331993549514300000;0.8452;142;18,926;0.0000;0.98367283980917800000
assiduous;3 - NAWL;0;36.46430334374600000000;0.44302714234861300000;0.9622;127;19,636;0.0000;0.98401457363582400000
freebie;3 - NAWL;0;36.46408016470900000000;0.44300437626830200000;0.7026;166;17,995;0.0000;0.98315676153653000000
fulltime;3 - NAWL;0;36.46365139013360000000;0.44296064105065400000;0.9293;131;19,432;0.0000;0.98392436245497400000
epithelial;3 - NAWL;0;36.46144695123500000000;0.44273585535241500000;0.0000;918;8,557;0.0000;0.96865084166487700000
freedman;3 - NAWL;0;36.46131800970930000000;0.44272271077158700000;0.9114;133;19,356;0.0000;0.98388383083419700000
porcupine;3 - NAWL;0;36.46042106065510000000;0.44263128462423200000;0.8798;137;19,150;0.0000;0.98378597017793700000
haiku;3 - NAWL;0;36.46016221372410000000;0.44260490382962200000;0.7900;150;18,587;0.0000;0.98349908012959300000
speedboat;3 - NAWL;0;36.45952182862130000000;0.44253964472487100000;0.9190;132;19,390;0.0000;0.98390272609834600000
naturalness;3 - NAWL;0;36.45858353000410000000;0.44244404381321200000;0.8716;138;19,109;0.0000;0.98376334702801700000
travelogue;3 - NAWL;0;36.45844284576610000000;0.44242971162673900000;0.9438;129;19,535;0.0000;0.98396769364486800000
biracial;3 - NAWL;0;36.45786399786990000000;0.44237074646551100000;0.6713;173;17,751;0.0000;0.98301007288624700000
workflow;3 - NAWL;0;36.45733008300050000000;0.44231636543801400000;0.9034;134;19,311;0.0000;0.98386379527557700000
semiotic;3 - NAWL;0;36.45717149700810000000;0.44230021420837000000;0.8154;146;18,759;0.0000;0.98358501520617800000
bedsit;3 - NAWL;0;36.45636768700030000000;0.44221835904916100000;0.8528;141;18,962;0.0000;0.98369298866628800000
saltwater;3 - NAWL;0;36.45634680594800000000;0.44221623285072700000;0.9108;133;19,356;0.0000;0.98388431692126300000
coarsely;3 - NAWL;0;36.45534435884610000000;0.44211417140579800000;0.7292;160;18,207;0.0000;0.98328226336935000000
manhole;3 - NAWL;0;36.45500554174110000000;0.44207968098355000000;0.9515;128;19,577;0.0000;0.98398980512419200000
frat;3 - NAWL;0;36.45446580554550000000;0.44202474324225900000;0.8226;145;18,800;0.0000;0.98360575248447300000
rediscovery;3 - NAWL;0;36.45344012578880000000;0.44192036192566600000;0.9091;133;19,356;0.0000;0.98388480300832900000
hap;3 - NAWL;0;36.45087401355550000000;0.44165932193272500000;0.8291;144;18,836;0.0000;0.98362844142061200000
truthfulness;3 - NAWL;0;36.45058143347000000000;0.44162956876409200000;0.8940;135;19,255;0.0000;0.98384066410985100000
philosophic;3 - NAWL;0;36.45044436865040000000;0.44161563100423800000;0.9164;132;19,390;0.0000;0.98390320853062200000
doorknob;3 - NAWL;0;36.45019704784090000000;0.44159048271660200000;0.7635;154;18,436;0.0000;0.98340931848790900000
misstatement;3 - NAWL;0;36.44896769036290000000;0.44146549938006100000;0.6169;188;17,230;0.0000;0.98265556191383900000
admittance;3 - NAWL;0;36.44832211365970000000;0.44139988061858600000;0.8770;137;19,150;0.0000;0.98378647088416300000
spud;3 - NAWL;0;36.44737510729620000000;0.44130364109866700000;0.8230;145;18,800;0.0000;0.98360628242901900000
miniskirt;3 - NAWL;0;36.44656623739400000000;0.44122145631197000000;0.8765;137;19,150;0.0000;0.98378697159038900000
illiquid;3 - NAWL;0;36.44512389045340000000;0.44107494541244800000;0.1595;562;10,936;0.0000;0.97492027203596200000
prefecture;3 - NAWL;0;36.44468588598480000000;0.44103046337012200000;0.8266;144;18,836;0.0000;0.98362896771036800000
formulary;3 - NAWL;0;36.44358154644510000000;0.44091833082403400000;0.2319;366;13,281;0.0000;0.97882872635971400000
demotion;3 - NAWL;0;36.44316280023730000000;0.44087581958205000000;0.9572;127;19,636;0.0000;0.98401503779415000000
ovulate;3 - NAWL;0;36.44196785058870000000;0.44075453046668400000;0.1700;436;12,309;0.0000;0.97741609155927900000
sniffle;3 - NAWL;0;36.44146869397330000000;0.44070387523017900000;0.8688;138;19,109;0.0000;0.98376385138903300000
acerbic;3 - NAWL;0;36.44098380953320000000;0.44065467393197900000;0.9475;128;19,577;0.0000;0.98399027293730900000
rostrum;3 - NAWL;0;36.44084383787760000000;0.44064047200842200000;0.9742;125;19,744;0.0000;0.98406354416664400000
countable;3 - NAWL;0;36.44084273362210000000;0.44064035996932800000;0.5338;205;16,710;0.0000;0.98228830668880400000
sealer;3 - NAWL;0;36.44043818981860000000;0.44059931638427200000;0.8752;137;19,150;0.0000;0.98378747229661500000
literati;3 - NAWL;0;36.44033946424530000000;0.44058930061673900000;0.8749;137;19,150;0.0000;0.98378797300284100000
functionalism;3 - NAWL;0;36.43922182505070000000;0.44047593133945800000;0.8823;136;19,200;0.0000;0.98381391470205400000
gasket;3 - NAWL;0;36.43919669696970000000;0.44047338277314500000;0.8683;138;19,109;0.0000;0.98376435575004900000
welly;3 - NAWL;0;36.43884914186360000000;0.44043813419086700000;0.9236;131;19,432;0.0000;0.98392484123246000000
negligently;3 - NAWL;0;36.43812414410290000000;0.44036461494921000000;0.9915;123;19,838;0.0000;0.98410449974305800000
bullfight;3 - NAWL;0;36.43806746199010000000;0.44035886755086900000;0.6016;187;17,256;0.0000;0.98267676700525100000
procrastination;3 - NAWL;0;36.43779356491510000000;0.44033109625569200000;0.8618;139;19,054;0.0000;0.98374410090403000000
divvy;3 - NAWL;0;36.43743600670160000000;0.44029484492724100000;0.9305;130;19,486;0.0000;0.98395061846612500000
prospectively;3 - NAWL;0;36.43742726978550000000;0.44029395916530500000;0.5666;196;16,980;0.0000;0.98249009129789800000
gentile;3 - NAWL;0;36.43707822120540000000;0.44025857354288000000;0.9730;125;19,744;0.0000;0.98406400101539100000
opulence;3 - NAWL;0;36.43688530215290000000;0.44023901713957000000;0.8896;135;19,255;0.0000;0.98384115750649700000
testable;3 - NAWL;0;36.43685733487350000000;0.44023618213971000000;0.7985;148;18,678;0.0000;0.98354369780555800000
bulbous;3 - NAWL;0;36.43672432097580000000;0.44022269897650800000;0.9461;128;19,577;0.0000;0.98399074075042500000
conscientiously;3 - NAWL;0;36.43620537854450000000;0.44017009950796500000;0.8977;134;19,311;0.0000;0.98386428501743300000
truckload;3 - NAWL;0;36.43517679746630000000;0.44006586216579000000;0.8610;139;19,054;0.0000;0.98374460891983700000
millionth;3 - NAWL;0;36.43494952712030000000;0.44004283371204500000;0.9728;125;19,744;0.0000;0.98406171677165800000
misfire;3 - NAWL;0;36.43475333033140000000;0.44002295479475100000;0.8813;136;19,200;0.0000;0.98381441175349000000
manorial;3 - NAWL;0;36.43326621640780000000;0.43987230764888500000;0.9208;131;19,432;0.0000;0.98392532000994600000
gooey;3 - NAWL;0;36.43241077928420000000;0.43978567379532600000;0.9720;125;19,744;0.0000;0.98406445786413700000
transcontinental;3 - NAWL;0;36.43168468586650000000;0.43971215253178700000;0.7424;157;18,306;0.0000;0.98334118954805500000
profiteer;3 - NAWL;0;36.43057130120190000000;0.43959943960571300000;0.9540;127;19,636;0.0000;0.98401550195247700000
fib;3 - NAWL;0;36.43028058952880000000;0.43957001431556600000;0.9536;127;19,636;0.0000;0.98401596611080300000
pus;3 - NAWL;0;36.43008679078820000000;0.43955039946480100000;0.9534;127;19,636;0.0000;0.98401643026913000000
sociocultural;3 - NAWL;0;36.42915572064120000000;0.43945617575114900000;0.3554;276;14,859;0.0000;0.98066543740486600000
medicate;3 - NAWL;0;36.42798105776790000000;0.43933732942215700000;0.9367;129;19,535;0.0000;0.98396816511277400000
annulment;3 - NAWL;0;36.42678030987000000000;0.43921587716414800000;0.5952;193;17,077;0.0000;0.98255391854995200000
partiality;3 - NAWL;0;36.42635821727250000000;0.43917319166631500000;0.8494;140;19,005;0.0000;0.98371659129991900000
apropos;3 - NAWL;0;36.42610981010310000000;0.43914807261597400000;0.9190;131;19,432;0.0000;0.98392579878743200000
lithograph;3 - NAWL;0;36.42586782881850000000;0.43912360473560100000;0.9268;130;19,486;0.0000;0.98395109358882100000
phrasal;3 - NAWL;0;36.42572128112070000000;0.43910878726259700000;0.6232;181;17,465;0.0000;0.98282431087638400000
kindergartner;3 - NAWL;0;36.42349577680760000000;0.43888382742664200000;0.9523;127;19,636;0.0000;0.98401689442745600000
scarecrow;3 - NAWL;0;36.42284801794540000000;0.43881837191194000000;0.8272;143;18,878;0.0000;0.98365567326068500000
hermeneutic;3 - NAWL;0;36.42265403133500000000;0.43879877161974400000;0.8219;144;18,836;0.0000;0.98362949400012400000
crampon;3 - NAWL;0;36.42167275253980000000;0.43869963720592600000;0.7511;155;18,396;0.0000;0.98339241142950100000
insinuation;3 - NAWL;0;36.42119657354280000000;0.43865153894310200000;0.8779;136;19,200;0.0000;0.98381490880492600000
impressionism;3 - NAWL;0;36.41767547296700000000;0.43829604047532500000;0.9175;131;19,432;0.0000;0.98392627756491800000
roe;3 - NAWL;0;36.41747075421920000000;0.43827538046108000000;0.7874;150;18,587;0.0000;0.98349962834808900000
thousandth;3 - NAWL;0;36.41727580223340000000;0.43825570700410900000;0.9772;124;19,796;0.0000;0.98408546925168100000
undulation;3 - NAWL;0;36.41719536295460000000;0.43824758978226600000;0.9676;125;19,744;0.0000;0.98406491471288300000
misquote;3 - NAWL;0;36.41678673985560000000;0.43820635746839400000;0.9170;131;19,432;0.0000;0.98392675634240500000
disinfection;3 - NAWL;0;36.41642522521090000000;0.43816988189044500000;0.9003;133;19,356;0.0000;0.98388528909539500000
groundnut;3 - NAWL;0;36.41208995800230000000;0.43773270485904700000;0.8765;136;19,200;0.0000;0.98381540585636200000
distend;3 - NAWL;0;36.41126957617530000000;0.43765002500574700000;0.8603;138;19,109;0.0000;0.98376486011106500000
admiringly;3 - NAWL;0;36.40993024917290000000;0.43751507829401000000;0.7240;159;18,242;0.0000;0.98330203578309400000
millenium;3 - NAWL;0;36.40971175731630000000;0.43749306763508200000;0.9152;131;19,432;0.0000;0.98392723511989100000
coolant;3 - NAWL;0;36.40951378625080000000;0.43747312517706600000;0.8686;137;19,150;0.0000;0.98378847370906700000
semitone;3 - NAWL;0;36.40857400644880000000;0.43737846960469500000;0.8680;137;19,150;0.0000;0.98378897441529300000
intransigent;3 - NAWL;0;36.40530993876770000000;0.43704986847546300000;0.9301;129;19,535;0.0000;0.98396863658068100000
airtime;3 - NAWL;0;36.40518655656950000000;0.43703745215203000000;0.8329;142;18,926;0.0000;0.98367335878935400000
coddle;3 - NAWL;0;36.40511281445470000000;0.43703003142860500000;0.8456;140;19,005;0.0000;0.98371710297051500000
rayon;3 - NAWL;0;36.40475049943920000000;0.43699357323159100000;0.8740;136;19,200;0.0000;0.98381590290779800000
peal;3 - NAWL;0;36.40449280966920000000;0.43696764487253900000;0.5877;188;17,230;0.0000;0.98265624901435400000
tweezers;3 - NAWL;0;36.40424209184630000000;0.43694241949692600000;0.9382;128;19,577;0.0000;0.98399120856354100000
reconstitution;3 - NAWL;0;36.40409556933050000000;0.43692767815774800000;0.5358;203;16,776;0.0000;0.98234039110068200000
dosh;3 - NAWL;0;36.40391411608570000000;0.43690942319664800000;0.9471;127;19,636;0.0000;0.98401735858578200000
invidious;3 - NAWL;0;36.40305554244840000000;0.43682305741228900000;0.9643;125;19,744;0.0000;0.98406537156163000000
sledgehammer;3 - NAWL;0;36.40279647911990000000;0.43679700102318200000;0.9644;125;19,744;0.0000;0.98406582841037600000
neologism;3 - NAWL;0;36.40215525538920000000;0.43673251392091300000;0.9044;132;19,390;0.0000;0.98390369096289800000
tenable;3 - NAWL;0;36.40192325343250000000;0.43670918410769000000;0.9063;132;19,390;0.0000;0.98390417339517400000
impoverishment;3 - NAWL;0;36.40067753859780000000;0.43658393796306500000;0.8175;144;18,836;0.0000;0.98363002028987900000
parka;3 - NAWL;0;36.40033446717910000000;0.43654945132750700000;0.8964;133;19,356;0.0000;0.98388577518246100000
censer;3 - NAWL;0;36.40026565578170000000;0.43654253451391200000;0.3442;280;14,756;0.0000;0.98056498184772500000
disfavor;3 - NAWL;0;36.39858877757070000000;0.43637401122172600000;0.6872;166;17,995;0.0000;0.98315736823166600000
dispensary;3 - NAWL;0;36.39724735241760000000;0.43623924720638100000;0.8579;138;19,109;0.0000;0.98376536447208100000
motile;3 - NAWL;0;36.39656418547300000000;0.43617062998766000000;0.3035;305;14,295;0.0000;0.98007382558789700000
marksman;3 - NAWL;0;36.39559536516010000000;0.43607334027896700000;0.9454;127;19,636;0.0000;0.98401782274410800000
